channel;event_id;description
SQL Server;24189;Revoke database permissions with grant succeeded (action_id RWG class_type DB)
SQL Server;24190;Revoke database permissions with grant failed (action_id RWG class_type DB)
SQL Server;24191;Revoke database permissions with cascade succeeded (action_id RWC class_type DB)
SQL Server;24192;Revoke database permissions with cascade failed (action_id RWC class_type DB)
SQL Server;24193;Issued grant database object permissions command (action_id G class_type US)
SQL Server;24194;"Issued grant database object permissions with grant command (action_id GWG; class_type US)"
SQL Server;24195;"Issued deny database object permissions command (action_id D; class_type US)"
SQL Server;24196;"Issued deny database object permissions with cascade command (action_id DWC; class_type US)"
SQL Server;24197;"Issued revoke database object permissions command (action_id R; class_type US)"
SQL Server;24198;"Issued revoke database object permissions with grant command (action_id RWG; class_type US)"
SQL Server;24199;"Issued revoke database object permissions with cascade command (action_id RWC; class_type US)"
SQL Server;24200;Issued grant schema permissions command (action_id G class_type SC)
SQL Server;24201;Issued grant schema permissions with grant command (action_id GWG class_type SC)
SQL Server;24202;Issued deny schema permissions command (action_id D class_type SC)
SQL Server;24203;Issued deny schema permissions with cascade command (action_id DWC class_type SC)
SQL Server;24204;Issued revoke schema permissions command (action_id R class_type SC)
SQL Server;24205;Issued revoke schema permissions with grant command (action_id RWG class_type SC)
SQL Server;24206;Issued revoke schema permissions with cascade command (action_id RWC class_type SC)
SQL Server;24207;Issued grant assembly permissions command (action_id G class_type AS)
SQL Server;24208;Issued grant assembly permissions with grant command (action_id GWG class_type AS)
SQL Server;24209;Issued deny assembly permissions command (action_id D class_type AS)
SQL Server;24210;Issued deny assembly permissions with cascade command (action_id DWC class_type AS)
SQL Server;24211;Issued revoke assembly permissions command (action_id R class_type AS)
SQL Server;24212;Issued revoke assembly permissions with grant command (action_id RWG class_type AS)
SQL Server;24213;Issued revoke assembly permissions with cascade command (action_id RWC class_type AS)
SQL Server;24214;Issued grant database role permissions command (action_id G class_type RL)
SQL Server;24215;Issued grant database role permissions with grant command (action_id GWG class_type RL)
SQL Server;24216;Issued deny database role permissions command (action_id D class_type RL)
SQL Server;24217;Issued deny database role permissions with cascade command (action_id DWC class_type RL)
SQL Server;24218;Issued revoke database role permissions command (action_id R class_type RL)
SQL Server;24219;Issued revoke database role permissions with grant command (action_id RWG class_type RL)
SQL Server;24220;Issued revoke database role permissions with cascade command (action_id RWC class_type RL)
SQL Server;24221;Issued grant application role permissions command (action_id G class_type AR)
SQL Server;24222;Issued grant application role permissions with grant command (action_id GWG class_type AR)
SQL Server;24223;Issued deny application role permissions command (action_id D class_type AR)
SQL Server;24224;Issued deny application role permissions with cascade command (action_id DWC class_type AR)
SQL Server;24225;Issued revoke application role permissions command (action_id R class_type AR)
SQL Server;24226;Issued revoke application role permissions with grant command (action_id RWG class_type AR)
SQL Server;24227;Issued revoke application role permissions with cascade command (action_id RWC class_type AR)
SQL Server;24228;Issued grant symmetric key permissions command (action_id G class_type SK)
SQL Server;24229;Issued grant symmetric key permissions with grant command (action_id GWG class_type SK)
SQL Server;24230;Issued deny symmetric key permissions command (action_id D class_type SK)
SQL Server;24231;Issued deny symmetric key permissions with cascade command (action_id DWC class_type SK)
SQL Server;24232;Issued revoke symmetric key permissions command (action_id R class_type SK)
SQL Server;24233;Issued revoke symmetric key permissions with grant command (action_id RWG class_type SK)
SQL Server;24234;Issued revoke symmetric key permissions with cascade command (action_id RWC class_type SK)
SQL Server;24235;Issued grant certificate permissions command (action_id G class_type CR)
SQL Server;24236;Issued grant certificate permissions with grant command (action_id GWG class_type CR)
SQL Server;24237;Issued deny certificate permissions command (action_id D class_type CR)
SQL Server;24238;Issued deny certificate permissions with cascade command (action_id DWC class_type CR)
SQL Server;24239;Issued revoke certificate permissions command (action_id R class_type CR)
SQL Server;24240;Issued revoke certificate permissions with grant command (action_id RWG class_type CR)
SQL Server;24241;Issued revoke certificate permissions with cascade command (action_id RWC class_type CR)
SQL Server;24242;Issued grant asymmetric key permissions command (action_id G class_type AK)
SQL Server;24243;Issued grant asymmetric key permissions with grant command (action_id GWG class_type AK)
SQL Server;24244;Issued deny asymmetric key permissions command (action_id D class_type AK)
SQL Server;24245;Issued deny asymmetric key permissions with cascade command (action_id DWC class_type AK)
SQL Server;24246;Issued revoke asymmetric key permissions command (action_id R class_type AK)
SQL Server;24247;Issued revoke asymmetric key permissions with grant command (action_id RWG class_type AK)
SQL Server;24248;Issued revoke asymmetric key permissions with cascade command (action_id RWC class_type AK)
SQL Server;24249;Issued grant schema object permissions command (action_id G class_type OB)
SQL Server;24250;Issued grant schema object permissions with grant command (action_id GWG class_type OB)
SQL Server;24251;Issued deny schema object permissions command (action_id D class_type OB)
SQL Server;24252;Issued deny schema object permissions with cascade command (action_id DWC class_type OB)
SQL Server;24253;Issued revoke schema object permissions command (action_id R class_type OB)
SQL Server;24254;Issued revoke schema object permissions with grant command (action_id RWG class_type OB)
SQL Server;24255;Issued revoke schema object permissions with cascade command (action_id RWC class_type OB)
SQL Server;24256;Issued grant schema type permissions command (action_id G class_type TY)
SQL Server;24257;Issued grant schema type permissions with grant command (action_id GWG class_type TY)
SQL Server;24258;Issued deny schema type permissions command (action_id D class_type TY)
SQL Server;24259;Issued deny schema type permissions with cascade command (action_id DWC class_type TY)
SQL Server;24260;Issued revoke schema type permissions command (action_id R class_type TY)
SQL Server;24261;Issued revoke schema type permissions with grant command (action_id RWG class_type TY)
SQL Server;24262;Issued revoke schema type permissions with cascade command (action_id RWC class_type TY)
SQL Server;24263;Issued grant XML schema collection permissions command (action_id G class_type SX)
SQL Server;24264;Issued grant XML schema collection permissions with grant command (action_id GWG class_type SX)
SQL Server;24265;Issued deny XML schema collection permissions command (action_id D class_type SX)
SQL Server;24266;Issued deny XML schema collection permissions with cascade command (action_id DWC class_type SX)
SQL Server;24267;Issued revoke XML schema collection permissions command (action_id R class_type SX)
SQL Server;24268;Issued revoke XML schema collection permissions with grant command (action_id RWG class_type SX)
SQL Server;24269;Issued revoke XML schema collection permissions with cascade command (action_id RWC class_type SX)
SQL Server;24270;Issued reference database object permissions command (action_id RF)
SQL Server;24271;Issued send service request command (action_id SN)
SQL Server;24272;Issued check permissions with schema command (action_id VWCT)
SQL Server;24273;Issued use service broker transport security command (action_id LGB)
SQL Server;24274;Issued use database mirroring transport security command (action_id LGM)
SQL Server;24275;Issued alter trace command (action_id ALTR)
SQL Server;24276;Issued start trace command (action_id TASA)
SQL Server;24277;Issued stop trace command (action_id TASP)
SQL Server;24278;Issued enable trace C2 audit mode command (action_id C2ON)
SQL Server;24279;Issued disable trace C2 audit mode command (action_id C2OF)
SQL Server;24280;Issued server full-text command (action_id FT)
SQL Server;24281;Issued select command (action_id SL)
SQL Server;24282;Issued update command (action_id UP)
SQL Server;24283;Issued insert command (action_id IN)
SQL Server;24284;Issued delete command (action_id DL)
SQL Server;24285;Issued execute command (action_id EX)
SQL Server;24286;Issued receive command (action_id RC)
SQL Server;24287;Issued check references command (action_id RF)
SQL Server;24288;Issued a create user-defined server role command (action_id CR class_type SG)
SQL Server;24289;Issued a change user-defined server role command (action_id AL class_type SG)
SQL Server;24290;Issued a delete user-defined server role command (action_id DR class_type SG)
SQL Server;24291;Issued grant user-defined server role permissions command (action_id G class_type SG)
SQL Server;24292;Issued grant user-defined server role permissions with grant command (action_id GWG class_type SG)
SQL Server;24293;Issued deny user-defined server role permissions command (action_id D class_type SG)
SQL Server;24294;Issued deny user-defined server role permissions with cascade command (action_id DWC class_type SG)
SQL Server;24295;Issued revoke user-defined server role permissions command (action_id R class_type SG)
SQL Server;24296;Issued revoke user-defined server role permissions with grant command (action_id RWG class_type SG)
SQL Server;24297;Issued revoke user-defined server role permissions with cascade command (action_id RWC class_type SG)
SQL Server;24298;Database login succeeded (action_id DBAS)
SQL Server;24299;Database login failed (action_id DBAF)
SQL Server;24300;Database logout successful (action_id DAGL)
SQL Server;24301;"Change password succeeded (action_id PWC; class_type US)"
SQL Server;24302;"Change password failed (action_id PWC; class_type US)"
SQL Server;24303;"Change own password succeeded (action_id PWCS; class_type US)"
SQL Server;24304;"Change own password failed (action_id PWCS; class_type US)"
SQL Server;24305;"Reset own password succeeded (action_id PWRS; class_type US)"
SQL Server;24306;"Reset own password failed (action_id PWRS; class_type US)"
SQL Server;24307;"Reset password succeeded (action_id PWR; class_type US)"
SQL Server;24308;"Reset password failed (action_id PWR; class_type US)"
SQL Server;24309;Copy password (action_id USTC)
SQL Server;24310;User-defined SQL audit event (action_id UDAU)
SQL Server;24311;Issued a change database audit command (action_id AL class_type DU)
SQL Server;24312;Issued a create database audit command (action_id CR class_type DU)
SQL Server;24313;Issued a delete database audit command (action_id DR class_type DU)
SQL Server;24314;Issued a begin transaction command (action_id TXBG)
SQL Server;24315;Issued a commit transaction command (action_id TXCM)
SQL Server;24316;Issued a rollback transaction command (action_id TXRB)
SQL Server;24317;"Issued a create column master key command (action_id CR; class_type CM)"
SQL Server;24318;"Issued a delete column master key command (action_id DR; class_type CM)"
SQL Server;24319;"A column master key was viewed (action_id VW; class_type CM)"
SQL Server;24320;"Issued a create column encryption key command (action_id CR; class_type CK)"
SQL Server;24321;"Issued a change column encryption key command (action_id AL; class_type CK)"
SQL Server;24322;"Issued a delete column encryption key command (action_id DR; class_type CK)"
SQL Server;24323;"A column encryption key was viewed (action_id VW; class_type CK)"
SQL Server;24324;"Issued a create database credential command (action_id CR; class_type DC)"
SQL Server;24325;"Issued a change database credential command (action_id AL; class_type DC)"
SQL Server;24326;"Issued a delete database credential command (action_id DR; class_type DC)"
SQL Server;24327;"Issued a change database scoped configuration command (action_id AL; class_type DS)"
SQL Server;24328;"Issued a create external data source command (action_id CR; class_type ED)"
SQL Server;24329;"Issued a change external data source command (action_id AL; class_type ED)"
SQL Server;24330;"Issued a delete external data source command (action_id DR; class_type ED)"
SQL Server;24331;"Issued a create external file format command (action_id CR; class_type EF)"
SQL Server;24332;"Issued a delete external file format command (action_id DR; class_type EF)"
SQL Server;24333;"Issued a create external resource pool command (action_id CR; class_type ER)"
SQL Server;24334;"Issued a change external resource pool command (action_id AL; class_type ER)"
SQL Server;24335;"Issued a delete external resource pool command (action_id DR; class_type ER)"
SQL Server;24337;Global transaction login (action_id LGG)
SQL Server;24338;"Grant permissions on a database scoped credential succeeded (action_id G; class_type DC)"
SQL Server;24339;"Grant permissions on a database scoped credential failed (action_id G; class_type DC)"
SQL Server;24340;"Grant permissions on a database scoped credential with grant succeeded (action_id GWG; class_type DC)"
SQL Server;24341;"Grant permissions on a database scoped credential with grant failed (action_id GWG; class_type DC)"
SQL Server;24342;"Deny permissions on a database scoped credential succeeded (action_id D; class_type DC)"
SQL Server;24343;"Deny permissions on a database scoped credential failed (action_id D; class_type DC)"
SQL Server;24344;"Deny permissions on a database scoped credential with cascade succeeded (action_id DWC; class_type DC)"
SQL Server;24345;"Deny permissions on a database scoped credential with cascade failed (action_id DWC; class_type DC)"
SQL Server;24346;"Revoke permissions on a database scoped credential succeeded (action_id R; class_type DC)"
SQL Server;24347;"Revoke permissions on a database scoped credential failed (action_id R; class_type DC)"
SQL Server;24348;"Revoke permissions with cascade on a database scoped credential succeeded (action_id RWC; class_type DC)"
SQL Server;24349;Issued a change assembly owner command (action_id TO class_type AS)
SQL Server;24350;"Revoke permissions with cascade on a database scoped credential failed (action_id RWC; class_type DC)"
SQL Server;24351;"Revoke permissions with grant on a database scoped credential succeeded (action_id RWG; class_type DC)"
SQL Server;24352;"Revoke permissions with grant on a database scoped credential failed (action_id RWG; class_type DC)"
SQL Server;24353;"Issued a change database scoped credential owner command (action_id TO; class_type DC)"
SQL Server;24354;"Issued a create external library command (action_id CR; class_type EL)"
SQL Server;24355;"Issued a change external library command (action_id AL; class_type EL)"
SQL Server;24356;"Issued a drop external library command (action_id DR; class_type EL)"
SQL Server;24357;"Grant permissions on an external library succeeded (action_id G; class_type EL)"
SQL Server;24358;"Grant permissions on an external library failed (action_id G; class_type EL)"
SQL Server;24359;"Grant permissions on an external library with grant succeeded (action_id GWG; class_type EL)"
SQL Server;24360;"Grant permissions on an external library with grant failed (action_id GWG; class_type EL)"
SQL Server;24361;"Deny permissions on an external library succeeded (action_id D; class_type EL)"
SQL Server;24362;"Deny permissions on an external library failed (action_id D; class_type EL)"
SQL Server;24363;"Deny permissions on an external library with cascade succeeded (action_id DWC; class_type EL)"
SQL Server;24364;"Deny permissions on an external library with cascade failed (action_id DWC; class_type EL)"
SQL Server;24365;"Revoke permissions on an external library succeeded (action_id R; class_type EL)"
SQL Server;24366;"Revoke permissions on an external library failed (action_id R; class_type EL)"
SQL Server;24367;"Revoke permissions with cascade on an external library succeeded (action_id RWC; class_type EL)"
SQL Server;24368;"Revoke permissions with cascade on an external library failed (action_id RWC; class_type EL)"
SQL Server;24369;"Revoke permissions with grant on an external library succeeded (action_id RWG; class_type EL)"
SQL Server;24370;"Revoke permissions with grant on an external library failed (action_id RWG; class_type EL)"
SQL Server;24371;"Issued a create database scoped resource governor command (action_id CR; class_type DR)"
SQL Server;24372;"Issued a change database scoped resource governor command (action_id AL; class_type DR)"
SQL Server;24373;"Issued a drop database scoped resource governor command (action_id DR; class_type DR)"
SQL Server;24374;"Issued a database bulk administration command (action_id DABO; class_type DB)"
SQL Server;24375;"Command to change permission failed (action_id D, DWC, G, GWG, R, RWC, RWG; class_type DC, EL)"
Sysmon;1;Process creation
Sysmon;2;A process changed a file creation time
Sysmon;3;Network connection
Sysmon;4;Sysmon service state changed
Sysmon;5;Process terminated
Sysmon;6;Driver loaded
Sysmon;7;Image loaded
Sysmon;8;CreateRemoteThread
Sysmon;9;RawAccessRead
Sysmon;10;ProcessAccess
Sysmon;11;FileCreate
Sysmon;12;RegistryEvent (Object create and delete)
Sysmon;13;RegistryEvent (Value Set)
Sysmon;14;RegistryEvent (Key and Value Rename)
Sysmon;15;FileCreateStreamHash
Sysmon;16;Sysmon config state changed
Sysmon;17;Pipe created
Sysmon;18;Pipe connected
Sysmon;19;WmiEventFilter activity detected
Sysmon;20;WmiEventConsumer activity detected
Sysmon;21;WmiEventConsumerToFilter activity detected
Sysmon;22;DNSEvent
Sysmon;23;FileDelete
Sysmon;24;ClipboardChange
Sysmon;225;Error
Windows;512;Windows NT is starting up
Windows;513;Windows is shutting down
Windows;514;An authentication package has been loaded by the Local Security Authority
Windows;515;A trusted logon process has registered with the Local Security Authority
Windows;516;Internal resources allocated for the queuing of audit messages have been exhausted, leading to the loss of some audits
Windows;517;The audit log was cleared
Windows;518;A notification package has been loaded by the Security Account Manager
Windows;519;A process is using an invalid local procedure call (LPC) port
Windows;520;The system time was changed
Windows;521;Unable to log events to security log
Windows;528;Successful Logon
Windows;529;Logon Failure - Unknown user name or bad password
Windows;530;Logon Failure - Account logon time restriction violation
Windows;531;Logon Failure - Account currently disabled
Windows;532;Logon Failure - The specified user account has expired
Windows;533;Logon Failure - User not allowed to logon at this computer
Windows;534;Logon Failure - The user has not been granted the requested logon type at this machine
Windows;535;Logon Failure - The specified account's password has expired
Windows;536;Logon Failure - The NetLogon component is not active
Windows;537;Logon failure - The logon attempt failed for other reasons.
Windows;538;User Logoff
Windows;539;Logon Failure - Account locked out
Windows;540;Successful Network Logon
Windows;551;User initiated logoff
Windows;552;Logon attempt using explicit credentials
Windows;560;Object Open
Windows;561;Handle Allocated
Windows;562;Handle Closed
Windows;563;Object Open for Delete
Windows;564;Object Deleted
Windows;565;Object Open (Active Directory)
Windows;566;Object Operation (W3 Active Directory)
Windows;567;Object Access Attempt
Windows;576;Special privileges assigned to new logon
Windows;577;Privileged Service Called
Windows;578;Privileged object operation
Windows;592;A new process has been created
Windows;593;A process has exited
Windows;594;A handle to an object has been duplicated
Windows;595;Indirect access to an object has been obtained
Windows;596;Backup of data protection master key
Windows;600;A process was assigned a primary token
Windows;601;Attempt to install service
Windows;602;Scheduled Task created
Windows;608;User Right Assigned
Windows;609;User Right Removed
Windows;610;New Trusted Domain
Windows;611;Removing Trusted Domain
Windows;612;Audit Policy Change
Windows;613;IPSec policy agent started
Windows;614;IPSec policy agent disabled
Windows;615;IPSEC PolicyAgent Service
Windows;616;IPSec policy agent encountered a potentially serious failure.
Windows;617;Kerberos Policy Changed
Windows;618;Encrypted Data Recovery Policy Changed
Windows;619;Quality of Service Policy Changed
Windows;620;Trusted Domain Information Modified
Windows;621;System Security Access Granted
Windows;622;System Security Access Removed
Windows;623;Per User Audit Policy was refreshed
Windows;624;User Account Created
Windows;625;User Account Type Changed
Windows;626;User Account Enabled
Windows;627;Change Password Attempt
Windows;628;User Account password set
Windows;629;User Account Disabled
Windows;630;User Account Deleted
Windows;631;Security Enabled Global Group Created
Windows;632;Security Enabled Global Group Member Added
Windows;633;Security Enabled Global Group Member Removed
Windows;634;Security Enabled Global Group Deleted
Windows;635;Security Enabled Local Group Created
Windows;636;Security Enabled Local Group Member Added
Windows;637;Security Enabled Local Group Member Removed
Windows;638;Security Enabled Local Group Deleted
Windows;639;Security Enabled Local Group Changed
Windows;640;General Account Database Change
Windows;641;Security Enabled Global Group Changed
Windows;642;User Account Changed
Windows;643;Domain Policy Changed
Windows;644;User Account Locked Out
Windows;645;Computer Account Created
Windows;646;Computer Account Changed
Windows;647;Computer Account Deleted
Windows;648;Security Disabled Local Group Created
Windows;649;Security Disabled Local Group Changed
Windows;650;Security Disabled Local Group Member Added
Windows;651;Security Disabled Local Group Member Removed
Windows;652;Security Disabled Local Group Deleted
Windows;653;Security Disabled Global Group Created
Windows;654;Security Disabled Global Group Changed
Windows;655;Security Disabled Global Group Member Added
Windows;656;Security Disabled Global Group Member Removed
Windows;657;Security Disabled Global Group Deleted
Windows;658;Security Enabled Universal Group Created
Windows;659;Security Enabled Universal Group Changed
Windows;660;Security Enabled Universal Group Member Added
Windows;661;Security Enabled Universal Group Member Removed
Windows;662;Security Enabled Universal Group Deleted
Windows;663;Security Disabled Universal Group Created
Windows;664;Security Disabled Universal Group Changed
Windows;665;Security Disabled Universal Group Member Added
Windows;666;Security Disabled Universal Group Member Removed
Windows;667;Security Disabled Universal Group Deleted
Windows;668;Group Type Changed
Windows;669;Add SID History
Windows;670;Add SID History
Windows;671;User Account Unlocked
Windows;672;Authentication Ticket Granted
Windows;673;Service Ticket Granted
Windows;674;Ticket Granted Renewed
Windows;675;Pre-authentication failed
Windows;676;Authentication Ticket Request Failed
Windows;677;Service Ticket Request Failed
Windows;678;Account Mapped for Logon by
Windows;679;The name: %2 could not be mapped for logon by: %1
Windows;680;Account Used for Logon by
Windows;681;The logon to account: %2 by: %1 from workstation: %3 failed.
Windows;682;Session reconnected to winstation
Windows;683;Session disconnected from winstation
Windows;684;Set ACLs of members in administrators groups
Windows;685;Account Name Changed
Windows;686;Password of the following user accessed
Windows;687;Basic Application Group Created
Windows;688;Basic Application Group Changed
Windows;689;Basic Application Group Member Added
Windows;690;Basic Application Group Member Removed
Windows;691;Basic Application Group Non-Member Added
Windows;692;Basic Application Group Non-Member Removed
Windows;693;Basic Application Group Deleted
Windows;694;LDAP Query Group Created
Windows;695;LDAP Query Group Changed
Windows;696;LDAP Query Group Deleted
Windows;697;Password Policy Checking API is called
Windows;806;Per User Audit Policy was refreshed
Windows;807;Per user auditing policy set for user
Windows;808;A security event source has attempted to register
Windows;809;A security event source has attempted to unregister
Windows;848;The following policy was active when the Windows Firewall started
Windows;849;An application was listed as an exception when the Windows Firewall started
Windows;850;A port was listed as an exception when the Windows Firewall started
Windows;851;A change has been made to the Windows Firewall application exception list
Windows;852;A change has been made to the Windows Firewall port exception list
Windows;853;The Windows Firewall operational mode has changed
Windows;854;The Windows Firewall logging settings have changed
Windows;855;A Windows Firewall ICMP setting has changed
Windows;856;The Windows Firewall setting to allow unicast responses to multicast/broadcast traffic has changed
Windows;857;The Windows Firewall setting to allow remote administration, allowing port TCP 135 and DCOM/RPC, has changed
Windows;858;Windows Firewall group policy settings have been applied
Windows;859;The Windows Firewall group policy settings have been removed
Windows;860;The Windows Firewall has switched the active policy profile
Windows;861;The Windows Firewall has detected an application listening for incoming traffic
Windows;1100;The event logging service has shut down
Windows;1101;Audit events have been dropped by the transport.
Windows;1102;The audit log was cleared
Windows;1104;The security Log is now full
Windows;1105;Event log automatic backup
Windows;1108;The event logging service encountered an error
Windows;4608;Windows is starting up
Windows;4609;Windows is shutting down
Windows;4610;An authentication package has been loaded by the Local Security Authority
Windows;4611;A trusted logon process has been registered with the Local Security Authority
Windows;4612;Internal resources allocated for the queuing of audit messages have been exhausted, leading to the loss of some audits.
Windows;4614;A notification package has been loaded by the Security Account Manager.
Windows;4615;Invalid use of LPC port
Windows;4616;The system time was changed.
Windows;4618;A monitored security event pattern has occurred
Windows;4621;Administrator recovered system from CrashOnAuditFail
Windows;4622;A security package has been loaded by the Local Security Authority.
Windows;4624;An account was successfully logged on
Windows;4625;An account failed to log on
Windows;4626;User/Device claims information
Windows;4627;Group membership information.
Windows;4634;An account was logged off
Windows;4646;IKE DoS-prevention mode started
Windows;4647;User initiated logoff
Windows;4648;A logon was attempted using explicit credentials
Windows;4649;A replay attack was detected
Windows;4650;An IPsec Main Mode security association was established
Windows;4651;An IPsec Main Mode security association was established
Windows;4652;An IPsec Main Mode negotiation failed
Windows;4653;An IPsec Main Mode negotiation failed
Windows;4654;An IPsec Quick Mode negotiation failed
Windows;4655;An IPsec Main Mode security association ended
Windows;4656;A handle to an object was requested
Windows;4657;A registry value was modified
Windows;4658;The handle to an object was closed
Windows;4659;A handle to an object was requested with intent to delete
Windows;4660;An object was deleted
Windows;4661;A handle to an object was requested
Windows;4662;An operation was performed on an object
Windows;4663;An attempt was made to access an object
Windows;4664;An attempt was made to create a hard link
Windows;4665;An attempt was made to create an application client context.
Windows;4666;An application attempted an operation
Windows;4667;An application client context was deleted
Windows;4668;An application was initialized
Windows;4670;Permissions on an object were changed
Windows;4671;An application attempted to access a blocked ordinal through the TBS
Windows;4672;Special privileges assigned to new logon
Windows;4673;A privileged service was called
Windows;4674;An operation was attempted on a privileged object
Windows;4675;SIDs were filtered
Windows;4688;A new process has been created
Windows;4689;A process has exited
Windows;4690;An attempt was made to duplicate a handle to an object
Windows;4691;Indirect access to an object was requested
Windows;4692;Backup of data protection master key was attempted
Windows;4693;Recovery of data protection master key was attempted
Windows;4694;Protection of auditable protected data was attempted
Windows;4695;Unprotection of auditable protected data was attempted
Windows;4696;A primary token was assigned to process
Windows;4697;A service was installed in the system
Windows;4698;A scheduled task was created
Windows;4699;A scheduled task was deleted
Windows;4700;A scheduled task was enabled
Windows;4701;A scheduled task was disabled
Windows;4702;A scheduled task was updated
Windows;4703;A token right was adjusted
Windows;4704;A user right was assigned
Windows;4705;A user right was removed
Windows;4706;A new trust was created to a domain
Windows;4707;A trust to a domain was removed
Windows;4709;IPsec Services was started
Windows;4710;IPsec Services was disabled
Windows;4711;PAStore Engine (1%)
Windows;4712;IPsec Services encountered a potentially serious failure
Windows;4713;Kerberos policy was changed
Windows;4714;Encrypted data recovery policy was changed
Windows;4715;The audit policy (SACL) on an object was changed
Windows;4716;Trusted domain information was modified
Windows;4717;System security access was granted to an account
Windows;4718;System security access was removed from an account
Windows;4719;System audit policy was changed
Windows;4720;A user account was created
Windows;4722;A user account was enabled
Windows;4723;An attempt was made to change an account's password
Windows;4724;An attempt was made to reset an accounts password
Windows;4725;A user account was disabled
Windows;4726;A user account was deleted
Windows;4727;A security-enabled global group was created
Windows;4728;A member was added to a security-enabled global group
Windows;4729;A member was removed from a security-enabled global group
Windows;4730;A security-enabled global group was deleted
Windows;4731;A security-enabled local group was created
Windows;4732;A member was added to a security-enabled local group
Windows;4733;A member was removed from a security-enabled local group
Windows;4734;A security-enabled local group was deleted
Windows;4735;A security-enabled local group was changed
Windows;4737;A security-enabled global group was changed
Windows;4738;A user account was changed
Windows;4739;Domain Policy was changed
Windows;4740;A user account was locked out
Windows;4741;A computer account was created
Windows;4742;A computer account was changed
Windows;4743;A computer account was deleted
Windows;4744;A security-disabled local group was created
Windows;4745;A security-disabled local group was changed
Windows;4746;A member was added to a security-disabled local group
Windows;4747;A member was removed from a security-disabled local group
Windows;4748;A security-disabled local group was deleted
Windows;4749;A security-disabled global group was created
Windows;4750;A security-disabled global group was changed
Windows;4751;A member was added to a security-disabled global group
Windows;4752;A member was removed from a security-disabled global group
Windows;4753;A security-disabled global group was deleted
Windows;4754;A security-enabled universal group was created
Windows;4755;A security-enabled universal group was changed
Windows;4756;A member was added to a security-enabled universal group
Windows;4757;A member was removed from a security-enabled universal group
Windows;4758;A security-enabled universal group was deleted
Windows;4759;A security-disabled universal group was created
Windows;4760;A security-disabled universal group was changed
Windows;4761;A member was added to a security-disabled universal group
Windows;4762;A member was removed from a security-disabled universal group
Windows;4763;A security-disabled universal group was deleted
Windows;4764;A groups type was changed
Windows;4765;SID History was added to an account
Windows;4766;An attempt to add SID History to an account failed
Windows;4767;A user account was unlocked
Windows;4768;A Kerberos authentication ticket (TGT) was requested
Windows;4769;A Kerberos service ticket was requested
Windows;4770;A Kerberos service ticket was renewed
Windows;4771;Kerberos pre-authentication failed
Windows;4772;A Kerberos authentication ticket request failed
Windows;4773;A Kerberos service ticket request failed
Windows;4774;An account was mapped for logon
Windows;4775;An account could not be mapped for logon
Windows;4776;The domain controller attempted to validate the credentials for an account
Windows;4777;The domain controller failed to validate the credentials for an account
Windows;4778;A session was reconnected to a Window Station
Windows;4779;A session was disconnected from a Window Station
Windows;4780;The ACL was set on accounts which are members of administrators groups
Windows;4781;The name of an account was changed
Windows;4782;The password hash an account was accessed
Windows;4783;A basic application group was created
Windows;4784;A basic application group was changed
Windows;4785;A member was added to a basic application group
Windows;4786;A member was removed from a basic application group
Windows;4787;A non-member was added to a basic application group
Windows;4788;A non-member was removed from a basic application group..
Windows;4789;A basic application group was deleted
Windows;4790;An LDAP query group was created
Windows;4791;A basic application group was changed
Windows;4792;An LDAP query group was deleted
Windows;4793;The Password Policy Checking API was called
Windows;4794;An attempt was made to set the Directory Services Restore Mode administrator password
Windows;4797;An attempt was made to query the existence of a blank password for an account
Windows;4798;A user's local group membership was enumerated.
Windows;4799;A security-enabled local group membership was enumerated
Windows;4800;The workstation was locked
Windows;4801;The workstation was unlocked
Windows;4802;The screen saver was invoked
Windows;4803;The screen saver was dismissed
Windows;4816;RPC detected an integrity violation while decrypting an incoming message
Windows;4817;Auditing settings on object were changed.
Windows;4818;Proposed Central Access Policy does not grant the same access permissions as the current Central Access Policy
Windows;4819;Central Access Policies on the machine have been changed
Windows;4820;A Kerberos Ticket-granting-ticket (TGT) was denied because the device does not meet the access control restrictions
Windows;4821;A Kerberos service ticket was denied because the user, device, or both does not meet the access control restrictions
Windows;4822;NTLM authentication failed because the account was a member of the Protected User group
Windows;4823;NTLM authentication failed because access control restrictions are required
Windows;4824;Kerberos preauthentication by using DES or RC4 failed because the account was a member of the Protected User group
Windows;4825;A user was denied the access to Remote Desktop. By default, users are allowed to connect only if they are members of the Remote Desktop Users group or Administrators group
Windows;4826;Boot Configuration Data loaded
Windows;4830;SID History was removed from an account
Windows;4864;A namespace collision was detected
Windows;4865;A trusted forest information entry was added
Windows;4866;A trusted forest information entry was removed
Windows;4867;A trusted forest information entry was modified
Windows;4868;The certificate manager denied a pending certificate request
Windows;4869;Certificate Services received a resubmitted certificate request
Windows;4870;Certificate Services revoked a certificate
Windows;4871;Certificate Services received a request to publish the certificate revocation list (CRL)
Windows;4872;Certificate Services published the certificate revocation list (CRL)
Windows;4873;A certificate request extension changed
Windows;4874;One or more certificate request attributes changed.
Windows;4875;Certificate Services received a request to shut down
Windows;4876;Certificate Services backup started
Windows;4877;Certificate Services backup completed
Windows;4878;Certificate Services restore started
Windows;4879;Certificate Services restore completed
Windows;4880;Certificate Services started
Windows;4881;Certificate Services stopped
Windows;4882;The security permissions for Certificate Services changed
